HouseID,Round,City,CAS,Compound,Date_collect,Adj_ppbV,Lon,Lat,CensusTract
H07,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.165,-94.091608,30.059965,48245001900
H07,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.085,-94.091608,30.059965,48245001900
H08,2,Beaumont,71-43-2,Benzene,2024-12-11,0.27,-94.126111,30.06243,48245002100
H08,2,Beaumont,108-88-3,Toluene,2024-12-11,0.69,-94.126111,30.06243,48245002100
H08,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.126111,30.06243,48245002100
H08,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.175,-94.126111,30.06243,48245002100
H08,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.09,-94.126111,30.06243,48245002100
H09,2,Beaumont,71-43-2,Benzene,2024-12-11,0.14,-94.114602,30.123739,48245000700
H09,2,Beaumont,108-88-3,Toluene,2024-12-11,0.34,-94.114602,30.123739,48245000700
H09,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.11,-94.114602,30.123739,48245000700
H09,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.215,-94.114602,30.123739,48245000700
H09,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.11,-94.114602,30.123739,48245000700
H10,2,Beaumont,71-43-2,Benzene,2024-12-11,0.22,-94.107323,30.061729,48245002000
H10,2,Beaumont,108-88-3,Toluene,2024-12-11,0.4,-94.107323,30.061729,48245002000
H10,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.085,-94.107323,30.061729,48245002000
H10,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.165,-94.107323,30.061729,48245002000
H10,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.08,-94.107323,30.061729,48245002000
H11,2,Beaumont,71-43-2,Benzene,2024-12-11,0.11,-94.109694,29.940931,48245011304
H11,2,Beaumont,108-88-3,Toluene,2024-12-11,0.21,-94.109694,29.940931,48245011304
H11,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.109694,29.940931,48245011304
H11,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.175,-94.109694,29.940931,48245011304
H11,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.085,-94.109694,29.940931,48245011304
H12,2,Beaumont,71-43-2,Benzene,2024-12-11,0.1,-94.152813,30.140909,48245000200
H12,2,Beaumont,108-88-3,Toluene,2024-12-11,0.09,-94.152813,30.140909,48245000200
H12,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.08,-94.152813,30.140909,48245000200
H12,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.155,-94.152813,30.140909,48245000200
H12,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.075,-94.152813,30.140909,48245000200
H13,2,Beaumont,71-43-2,Benzene,2024-12-11,0.38,-94.108804,29.941032,48245011304
H13,2,Beaumont,108-88-3,Toluene,2024-12-11,7.7,-94.108804,29.941032,48245011304
H13,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.3,-94.108804,29.941032,48245011304
H13,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.6,-94.108804,29.941032,48245011304
H13,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.295,-94.108804,29.941032,48245011304
H14,2,Beaumont,71-43-2,Benzene,2024-12-11,0.115,-94.135127,30.052512,48245002200
H14,2,Beaumont,108-88-3,Toluene,2024-12-11,0.1,-94.135127,30.052512,48245002200
H14,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.135127,30.052512,48245002200
H14,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.175,-94.135127,30.052512,48245002200
H14,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.09,-94.135127,30.052512,48245002200
H15,2,Beaumont,71-43-2,Benzene,2024-12-11,0.15,-94.157451,30.100586,48245000311
H15,2,Beaumont,108-88-3,Toluene,2024-12-11,1,-94.157451,30.100586,48245000311
H15,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.12,-94.157451,30.100586,48245000311
H15,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.51,-94.157451,30.100586,48245000311
H15,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.115,-94.157451,30.100586,48245000311
H16,2,Beaumont,71-43-2,Benzene,2024-12-11,0.33,-94.129179,30.089383,48245001100
H16,2,Beaumont,108-88-3,Toluene,2024-12-11,0.8,-94.129179,30.089383,48245001100
H16,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.12,-94.129179,30.089383,48245001100
H16,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.235,-94.129179,30.089383,48245001100
H16,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.12,-94.129179,30.089383,48245001100
H17,2,Beaumont,71-43-2,Benzene,2024-12-11,0.11,-94.102812,30.093333,48245011700
H17,2,Beaumont,108-88-3,Toluene,2024-12-11,0.1,-94.102812,30.093333,48245011700
H17,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.102812,30.093333,48245011700
H17,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.175,-94.102812,30.093333,48245011700
H17,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.085,-94.102812,30.093333,48245011700
H18,2,Beaumont,71-43-2,Benzene,2024-12-11,0.25,-94.155987,30.077034,48245001301
H18,2,Beaumont,108-88-3,Toluene,2024-12-11,0.3,-94.155987,30.077034,48245001301
H18,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.075,-94.155987,30.077034,48245001301
H18,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.15,-94.155987,30.077034,48245001301
H18,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.075,-94.155987,30.077034,48245001301
H20,2,Beaumont,71-43-2,Benzene,2024-12-11,0.23,-94.145314,30.126498,48245000200
H20,2,Beaumont,108-88-3,Toluene,2024-12-11,0.22,-94.145314,30.126498,48245000200
H20,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.075,-94.145314,30.126498,48245000200
H20,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.15,-94.145314,30.126498,48245000200
H20,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.075,-94.145314,30.126498,48245000200
H22,2,Beaumont,71-43-2,Benzene,2024-12-11,0.11,-94.097225,30.056103,48245002400
H22,2,Beaumont,108-88-3,Toluene,2024-12-11,0.34,-94.097225,30.056103,48245002400
H22,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.085,-94.097225,30.056103,48245002400
H22,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.17,-94.097225,30.056103,48245002400
H22,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.085,-94.097225,30.056103,48245002400
H23,2,Beaumont,71-43-2,Benzene,2024-12-11,0.15,-94.104046,30.047489,48245002300
H23,2,Beaumont,108-88-3,Toluene,2024-12-11,0.135,-94.104046,30.047489,48245002300
H23,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.12,-94.104046,30.047489,48245002300
H23,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.23,-94.104046,30.047489,48245002300
H23,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.115,-94.104046,30.047489,48245002300
H25,2,Beaumont,71-43-2,Benzene,2024-12-11,0.115,-94.183696,30.062625,48245001302
H25,2,Beaumont,108-88-3,Toluene,2024-12-11,0.25,-94.183696,30.062625,48245001302
H25,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.183696,30.062625,48245001302
H25,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.18,-94.183696,30.062625,48245001302
H25,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.09,-94.183696,30.062625,48245001302
H26,2,Beaumont,71-43-2,Benzene,2024-12-11,0.14,-94.183642,30.105964,48245000312
H26,2,Beaumont,108-88-3,Toluene,2024-12-11,0.125,-94.183642,30.105964,48245000312
H26,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.11,-94.183642,30.105964,48245000312
H26,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.215,-94.183642,30.105964,48245000312
H26,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.11,-94.183642,30.105964,48245000312
H27,2,Beaumont,71-43-2,Benzene,2024-12-11,0.12,-94.107203,30.103959,48245000700
H27,2,Beaumont,108-88-3,Toluene,2024-12-11,0.23,-94.107203,30.103959,48245000700
H27,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.095,-94.107203,30.103959,48245000700
H27,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.18,-94.107203,30.103959,48245000700
H27,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.09,-94.107203,30.103959,48245000700
H28,2,Beaumont,71-43-2,Benzene,2024-12-11,0.105,-94.085713,30.037757,48245002500
H28,2,Beaumont,108-88-3,Toluene,2024-12-11,0.2,-94.085713,30.037757,48245002500
H28,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.085,-94.085713,30.037757,48245002500
H28,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.16,-94.085713,30.037757,48245002500
H28,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.08,-94.085713,30.037757,48245002500
H29,2,Beaumont,71-43-2,Benzene,2024-12-11,0.14,-94.114972,30.128364,48245000103
H29,2,Beaumont,108-88-3,Toluene,2024-12-11,0.13,-94.114972,30.128364,48245000103
H29,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.115,-94.114972,30.128364,48245000103
H29,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.22,-94.114972,30.128364,48245000103
H29,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.11,-94.114972,30.128364,48245000103
H30,2,Beaumont,71-43-2,Benzene,2024-12-11,0.115,-94.182626,30.028579,48245001303
H30,2,Beaumont,108-88-3,Toluene,2024-12-11,0.1,-94.182626,30.028579,48245001303
H30,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.182626,30.028579,48245001303
H30,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.175,-94.182626,30.028579,48245001303
H30,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.09,-94.182626,30.028579,48245001303
H32,2,Beaumont,71-43-2,Benzene,2024-12-11,0.1,-94.134255,30.117755,48245000500
H32,2,Beaumont,108-88-3,Toluene,2024-12-11,0.19,-94.134255,30.117755,48245000500
H32,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.08,-94.134255,30.117755,48245000500
H32,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.155,-94.134255,30.117755,48245000500
H32,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.075,-94.134255,30.117755,48245000500
H33,2,Beaumont,71-43-2,Benzene,2024-12-11,0.135,-94.188301,30.150996,48245000101
H33,2,Beaumont,108-88-3,Toluene,2024-12-11,0.86,-94.188301,30.150996,48245000101
H33,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.105,-94.188301,30.150996,48245000101
H33,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.205,-94.188301,30.150996,48245000101
H33,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.105,-94.188301,30.150996,48245000101
H34,2,Beaumont,71-43-2,Benzene,2024-12-11,0.11,-94.083725,30.063792,48245001700
H34,2,Beaumont,108-88-3,Toluene,2024-12-11,0.095,-94.083725,30.063792,48245001700
H34,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.085,-94.083725,30.063792,48245001700
H34,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.17,-94.083725,30.063792,48245001700
H34,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.085,-94.083725,30.063792,48245001700
H35,2,Beaumont,71-43-2,Benzene,2024-12-11,0.11,-94.122242,30.116043,48245000600
H35,2,Beaumont,108-88-3,Toluene,2024-12-11,0.25,-94.122242,30.116043,48245000600
H35,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.122242,30.116043,48245000600
H35,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.175,-94.122242,30.116043,48245000600
H35,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.085,-94.122242,30.116043,48245000600
H36,2,Beaumont,71-43-2,Benzene,2024-12-11,0.11,-94.106827,30.103498,48245000700
H36,2,Beaumont,108-88-3,Toluene,2024-12-11,0.25,-94.106827,30.103498,48245000700
H36,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.09,-94.106827,30.103498,48245000700
H36,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.175,-94.106827,30.103498,48245000700
H36,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.085,-94.106827,30.103498,48245000700
H37,2,Beaumont,71-43-2,Benzene,2024-12-11,0.095,-94.106197,30.117658,48245000700
H37,2,Beaumont,108-88-3,Toluene,2024-12-11,0.18,-94.106197,30.117658,48245000700
H37,2,Beaumont,100-41-4,Ethylbenzene,2024-12-11,0.075,-94.106197,30.117658,48245000700
H37,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-11,0.15,-94.106197,30.117658,48245000700
H37,2,Beaumont,95-47-6,o-Xylene,2024-12-11,0.075,-94.106197,30.117658,48245000700
H38,2,Beaumont,71-43-2,Benzene,2024-12-09,0.35,-93.907979,29.898488,48245005500
H38,2,Beaumont,108-88-3,Toluene,2024-12-09,0.53,-93.907979,29.898488,48245005500
H38,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.08,-93.907979,29.898488,48245005500
H38,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.16,-93.907979,29.898488,48245005500
H38,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.08,-93.907979,29.898488,48245005500
H39,2,Beaumont,71-43-2,Benzene,2024-12-09,0.35,-93.929528,29.890545,48245006300
H39,2,Beaumont,108-88-3,Toluene,2024-12-09,0.49,-93.929528,29.890545,48245006300
H39,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.929528,29.890545,48245006300
H39,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.165,-93.929528,29.890545,48245006300
H39,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.929528,29.890545,48245006300
H40,2,Beaumont,71-43-2,Benzene,2024-12-09,0.48,-93.949403,29.863086,48245005100
H40,2,Beaumont,108-88-3,Toluene,2024-12-09,1.3,-93.949403,29.863086,48245005100
H40,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.09,-93.949403,29.863086,48245005100
H40,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.17,-93.949403,29.863086,48245005100
H40,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.949403,29.863086,48245005100
H42,2,Beaumont,71-43-2,Benzene,2024-12-09,0.35,-93.944946,29.880296,48245006100
H42,2,Beaumont,108-88-3,Toluene,2024-12-09,0.4,-93.944946,29.880296,48245006100
H42,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.944946,29.880296,48245006100
H42,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.165,-93.944946,29.880296,48245006100
H42,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.944946,29.880296,48245006100
H43,2,Beaumont,71-43-2,Benzene,2024-12-09,0.49,-93.956598,29.873393,48245005900
H43,2,Beaumont,108-88-3,Toluene,2024-12-09,0.33,-93.956598,29.873393,48245005900
H43,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.956598,29.873393,48245005900
H43,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.16,-93.956598,29.873393,48245005900
H43,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.08,-93.956598,29.873393,48245005900
H44,2,Beaumont,71-43-2,Benzene,2024-12-09,0.38,-93.925909,29.892571,48245005400
H44,2,Beaumont,108-88-3,Toluene,2024-12-09,0.54,-93.925909,29.892571,48245005400
H44,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.925909,29.892571,48245005400
H44,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.17,-93.925909,29.892571,48245005400
H44,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.925909,29.892571,48245005400
H45,2,Beaumont,71-43-2,Benzene,2024-12-09,0.8,-94.008591,29.882819,48245006900
H45,2,Beaumont,108-88-3,Toluene,2024-12-09,1,-94.008591,29.882819,48245006900
H45,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-94.008591,29.882819,48245006900
H45,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.47,-94.008591,29.882819,48245006900
H45,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.18,-94.008591,29.882819,48245006900
H46,2,Beaumont,71-43-2,Benzene,2024-12-09,0.34,-93.927968,29.908813,48245006700
H46,2,Beaumont,108-88-3,Toluene,2024-12-09,0.32,-93.927968,29.908813,48245006700
H46,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.075,-93.927968,29.908813,48245006700
H46,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.15,-93.927968,29.908813,48245006700
H46,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.075,-93.927968,29.908813,48245006700
H48,2,Beaumont,71-43-2,Benzene,2024-12-09,0.35,-94.00793,29.895298,48245007100
H48,2,Beaumont,108-88-3,Toluene,2024-12-09,0.51,-94.00793,29.895298,48245007100
H48,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.08,-94.00793,29.895298,48245007100
H48,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.155,-94.00793,29.895298,48245007100
H48,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.08,-94.00793,29.895298,48245007100
H49,2,Beaumont,71-43-2,Benzene,2024-12-09,0.4,-93.940917,29.883039,48245006100
H49,2,Beaumont,108-88-3,Toluene,2024-12-09,0.49,-93.940917,29.883039,48245006100
H49,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.075,-93.940917,29.883039,48245006100
H49,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.15,-93.940917,29.883039,48245006100
H49,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.075,-93.940917,29.883039,48245006100
H50,2,Beaumont,71-43-2,Benzene,2024-12-09,0.8,-93.936721,29.873035,48245006100
H50,2,Beaumont,108-88-3,Toluene,2024-12-09,0.99,-93.936721,29.873035,48245006100
H50,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.095,-93.936721,29.873035,48245006100
H50,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.19,-93.936721,29.873035,48245006100
H50,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.095,-93.936721,29.873035,48245006100
H51,2,Beaumont,71-43-2,Benzene,2024-12-09,0.52,-93.944434,29.868663,48245005100
H51,2,Beaumont,108-88-3,Toluene,2024-12-09,0.56,-93.944434,29.868663,48245005100
H51,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.944434,29.868663,48245005100
H51,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.17,-93.944434,29.868663,48245005100
H51,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.944434,29.868663,48245005100
H53,2,Beaumont,71-43-2,Benzene,2024-12-09,0.64,-93.96849,29.957623,48245007002
H53,2,Beaumont,108-88-3,Toluene,2024-12-09,0.96,-93.96849,29.957623,48245007002
H53,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.96849,29.957623,48245007002
H53,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.33,-93.96849,29.957623,48245007002
H53,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.96849,29.957623,48245007002
H55,2,Beaumont,71-43-2,Benzene,2024-12-09,0.4,-93.919136,29.917704,48245006500
H55,2,Beaumont,108-88-3,Toluene,2024-12-09,0.58,-93.919136,29.917704,48245006500
H55,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.919136,29.917704,48245006500
H55,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.17,-93.919136,29.917704,48245006500
H55,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.919136,29.917704,48245006500
H56,2,Beaumont,71-43-2,Benzene,2024-12-09,0.69,-93.95589,29.873311,48245005900
H56,2,Beaumont,108-88-3,Toluene,2024-12-09,0.47,-93.95589,29.873311,48245005900
H56,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.95589,29.873311,48245005900
H56,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.17,-93.95589,29.873311,48245005900
H56,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.95589,29.873311,48245005900
H57,2,Beaumont,71-43-2,Benzene,2024-12-09,0.43,-93.896065,29.912205,48245010100
H57,2,Beaumont,108-88-3,Toluene,2024-12-09,0.76,-93.896065,29.912205,48245010100
H57,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.09,-93.896065,29.912205,48245010100
H57,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.43,-93.896065,29.912205,48245010100
H57,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.18,-93.896065,29.912205,48245010100
H58,2,Beaumont,71-43-2,Benzene,2024-12-09,0.37,-93.904312,29.912474,48245010100
H58,2,Beaumont,108-88-3,Toluene,2024-12-09,0.59,-93.904312,29.912474,48245010100
H58,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.085,-93.904312,29.912474,48245010100
H58,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.165,-93.904312,29.912474,48245010100
H58,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.904312,29.912474,48245010100
H59,2,Beaumont,71-43-2,Benzene,2024-12-09,0.41,-93.933608,29.880435,48245011800
H59,2,Beaumont,108-88-3,Toluene,2024-12-09,0.43,-93.933608,29.880435,48245011800
H59,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.09,-93.933608,29.880435,48245011800
H59,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.175,-93.933608,29.880435,48245011800
H59,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.085,-93.933608,29.880435,48245011800
H60,2,Beaumont,71-43-2,Benzene,2024-12-09,0.53,-93.916772,29.917791,48245006500
H60,2,Beaumont,108-88-3,Toluene,2024-12-09,0.62,-93.916772,29.917791,48245006500
H60,2,Beaumont,100-41-4,Ethylbenzene,2024-12-09,0.08,-93.916772,29.917791,48245006500
H60,2,Beaumont,179601-23-1,"m,p-Xylenes",2024-12-09,0.155,-93.916772,29.917791,48245006500
H60,2,Beaumont,95-47-6,o-Xylene,2024-12-09,0.075,-93.916772,29.917791,48245006500
H02,3,Beaumont,71-43-2,Benzene,2025-01-18,0.36,-94.128362,30.061793,48245002100
H02,3,Beaumont,108-88-3,Toluene,2025-01-18,1.1,-94.128362,30.061793,48245002100
H02,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.09,-94.128362,30.061793,48245002100
H02,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.175,-94.128362,30.061793,48245002100
H02,3,Beaumont,95-47-6,o-Xylene,2025-01-18,0.085,-94.128362,30.061793,48245002100
H03,3,Beaumont,71-43-2,Benzene,2025-01-18,0.24,-94.163967,30.080522,48245000306
H03,3,Beaumont,108-88-3,Toluene,2025-01-18,0.67,-94.163967,30.080522,48245000306
H03,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.085,-94.163967,30.080522,48245000306
H03,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.16,-94.163967,30.080522,48245000306
H03,3,Beaumont,95-47-6,o-Xylene,2025-01-18,0.08,-94.163967,30.080522,48245000306
H07,3,Beaumont,71-43-2,Benzene,2025-01-18,0.33,-94.091608,30.059965,48245001900
H07,3,Beaumont,108-88-3,Toluene,2025-01-18,0.43,-94.091608,30.059965,48245001900
H07,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.085,-94.091608,30.059965,48245001900
H07,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.16,-94.091608,30.059965,48245001900
H07,3,Beaumont,95-47-6,o-Xylene,2025-01-18,0.08,-94.091608,30.059965,48245001900
H08,3,Beaumont,71-43-2,Benzene,2025-01-18,0.165,-94.126111,30.06243,48245002100
H08,3,Beaumont,108-88-3,Toluene,2025-01-18,0.145,-94.126111,30.06243,48245002100
H08,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.13,-94.126111,30.06243,48245002100
H08,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.25,-94.126111,30.06243,48245002100
H08,3,Beaumont,95-47-6,o-Xylene,2025-01-18,0.125,-94.126111,30.06243,48245002100
H09,3,Beaumont,71-43-2,Benzene,2025-01-18,0.195,-94.114602,30.123739,48245000700
H09,3,Beaumont,108-88-3,Toluene,2025-01-18,0.37,-94.114602,30.123739,48245000700
H09,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.155,-94.114602,30.123739,48245000700
H09,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.3,-94.114602,30.123739,48245000700
H09,3,Beaumont,95-47-6,o-Xylene,2025-01-18,0.15,-94.114602,30.123739,48245000700
H10,3,Beaumont,71-43-2,Benzene,2025-01-18,0.28,-94.107323,30.061729,48245002000
H10,3,Beaumont,108-88-3,Toluene,2025-01-18,0.42,-94.107323,30.061729,48245002000
H10,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.09,-94.107323,30.061729,48245002000
H10,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.175,-94.107323,30.061729,48245002000
H10,3,Beaumont,95-47-6,o-Xylene,2025-01-18,0.09,-94.107323,30.061729,48245002000
H11,3,Beaumont,71-43-2,Benzene,2025-01-18,0.12,-94.109694,29.940931,48245011304
H11,3,Beaumont,108-88-3,Toluene,2025-01-18,0.11,-94.109694,29.940931,48245011304
H11,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.095,-94.109694,29.940931,48245011304
H11,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.185,-94.109694,29.940931,48245011304
H11,3,Beaumont,95-47-6,o-Xylene,2025-01-18,0.095,-94.109694,29.940931,48245011304
H12,3,Beaumont,71-43-2,Benzene,2025-01-18,0.095,-94.152813,30.140909,48245000200
H12,3,Beaumont,108-88-3,Toluene,2025-01-18,0.085,-94.152813,30.140909,48245000200
H12,3,Beaumont,100-41-4,Ethylbenzene,2025-01-18,0.075,-94.152813,30.140909,48245000200
H12,3,Beaumont,179601-23-1,"m,p-Xylenes",2025-01-18,0.15,-94.152813,30.140909,48245000200
